"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"n6nl","Hygienic Foods","Fast Food","3.6","(100+)","Islamabad"
"m7nw","Zinger Hut ODR","Pakistani","5","(1)","Islamabad"
"zst8","DOPE","Fast Food","4.4","(100+)","Islamabad"
"vntn","Quetta Tea 24/7 - I-8","Pakistani","4.3","(500+)","Islamabad"
"grny","Nazarr","Continental","4","(100+)","Islamabad"
"ggqh","Tim Hortons - I-8","Continental","4.4","(16)","Islamabad"
"o8fu","Takeaway Fast Food","Fast Food","4.4","(1000+)","Islamabad"
"lirs","Countryman's Wood Fired Pizza- I-8","Pizza","3.9","(34)","Islamabad"
"td6j","Wofl Planet","Desserts","2.7","(49)","Islamabad"
"sgwc","The Chinese wok","Chinese","3.9","(33)","Islamabad"
"mljp","Karachi Student Biryani","Biryani","4","(500+)","Islamabad"
"n4ca","Mirchi 9T7","Pakistani","4.3","(1000+)","Islamabad"
"va26","Coffee Wagera - I8","Healthy Food","3.7","(71)","Islamabad"
"tbp1","Juice Bay","Beverages","4.3","(500+)","Islamabad"
"s9dj","Pizza Bella","Fast Food","4","(500+)","Islamabad"
"n3qu","China Town I8","Chinese","4.1","(1000+)","Islamabad"
"cpo0","Butt Karhai Tikka-I8","Pakistani","4.6","(100+)","Islamabad"
"jph2","Alfatoum","Burgers","4","(100+)","Islamabad"
"s9mx","KFC - I 8","Broast","4.1","(30000+)","Islamabad"
"t9ye","Karachi Restaurant","Pakistani","3.3","(1000+)","Islamabad"
"gh6o","Chinese Taste Point","Chinese","4.3","(100+)","Islamabad"
"fjv6","Gloria Jean's Coffees","Fast Food","4","(1)","Islamabad"
"wasa","Cafe D' Grill","Pasta","4.5","(100+)","Islamabad"
"lip5","Pizza Plex - I 8 Markaz","Pizza","4.1","(100+)","Islamabad"
"omq7","New Yorker Pizza - I-8","Pizza","3.5","(100+)","Islamabad"
"ce6p","Bubble Tea House","Healthy Food","4.1","(84)","Islamabad"
"ats9","FAT MOE'S","Burgers","3.7","(100+)","Islamabad"
"p686","Bata Kulfi Falooda","Desserts","4.7","(21)","Islamabad"
"s13w","Chaaye Khana - I8","0 min","4.2","(500+)","Islamabad"
"r7ry","BEIJING BOWL by HOMETOWN","Pasta","4.2","(1000+)","Islamabad"
"f3js","Karachi Naan Center","Pakistani","3.9","(1000+)","Islamabad"
"i47w","Saltillo - I8","Pasta","3.8","(100+)","Islamabad"
"s6mr","Subway - I-8","Sandwiches","4.3","(5000+)","Islamabad"
"gqs8","Karachi Bar B Q & Karahi","Pakistani","4","(71)","Islamabad"
"q1k6","Hometown","Pasta","4.1","(100+)","Islamabad"
"fexb","FOOD SHOOD","Fast Food","2.5","(26)","Islamabad"
"tdsa","Kashmir ka Kitchen","Pakistani","3.8","(100+)","Islamabad"
"bbin","Noories pulao & biryani","Pakistani","4.2","(500+)","Islamabad"
"s946","Sadia’s Kitchen","Pakistani","4.4","(82)","Islamabad"
"jvyj","SAMAD'S FOODZONE","Fast Food","2.5","(18)","Islamabad"
"hxlx","Desi pakwan","Pakistani","4.2","(65)","Islamabad"
"l1t0","Mano Salwa Kitchen","Pakistani","5","(2)","Islamabad"
"ln49","Rooftop Retreat","Fast Food","3.8","(79)","Islamabad"
"d90s","Sizzling Onions","Pakistani","3.3","(100+)","Islamabad"
"eig5","Nóstimo Fagitó","Pakistani","2.9","(21)","Islamabad"
"pct5","Maryam's Desi Cuisine","Pakistani","4.3","(100+)","Islamabad"
"f3su","The Best Pizza Hutt","Fast Food","2.6","(100+)","Islamabad"
"rc0v","Turkish Shawarma","Continental","3.9","(21)","Islamabad"
"o6hr","KHABA KOMM","Pakistani","2.5","(31)","Islamabad"
"jx18","Karachi Student Biryani & Murgh Pualo","Pakistani","4.1","(100+)","Islamabad"
"by9k","Mezban Restaurant","Pakistani","3.6","(100+)","Islamabad"
"l9e1","Aarsh Cuisine","Pakistani","4.9","(94)","Islamabad"
"a9zi","Zaiqa Kitchen","Pakistani","2.9","(39)","Islamabad"
"ckje","Kunji Food Corner","Pakistani","2","(10)","Islamabad"
"vkxg","Bismillah 11","Pakistani","4.2","(20)","Islamabad"
"l2ii","Haveli Karahi & BBQ","Pakistani","4.2","(100+)","Islamabad"
"a5rr","SAMZ KITCHEN","Continental","5","(1)","Islamabad"
"odym","Desi Cuisine","Pakistani","3.8","(100+)","Islamabad"
"ta00","Sadia's kitchen","Pakistani","2.2","(6)","Islamabad"
"ibvt","FOODDICTION","Fast Food","3","(7)","Islamabad"
"emq1","Dishes and Delights","Pakistani","4.8","(25)","Islamabad"
"ic8v","Taste Budzzz","Pakistani","4.7","(100+)","Islamabad"
"t179","Z&H Kitchen","Pakistani","4.4","(100+)","Islamabad"
"jrui","AA kitchen","Pakistani","4.2","(100+)","Islamabad"
"huds","Hyderabad Mirch Masala","Pakistani","4.8","(30)","Islamabad"
"vrwu","BANNU BEEF PULAO","Pakistani","4.7","(42)","Islamabad"
"wie9","Hot N Spicy - Gulberg Greens","Fast Food","4.4","(100+)","Islamabad"
"jpfe","SaaReen Foods","Pakistani","4.1","(66)","Islamabad"
"yhr0","Shama Desi cuisine","Pakistani","2.7","(45)","Islamabad"
"mbix","Foodezen","Fast Food","4.1","(1000+)","Islamabad"
"xc7l","She's Kitchen","Pakistani","4.5","(500+)","Islamabad"
"oblc","Sasta Khana","Pakistani","4.2","(60)","Islamabad"
"exwy","Kashgar Cuisine","Chinese","3.4","(8)","Islamabad"
"kuce","Cooking Coop","Pakistani","3.6","(100+)","Islamabad"
"j9ou","CORR CAFE","Pasta","4.1","(100+)","Islamabad"
"nial","Burger Lab - Gulberg","Burgers","4.5","(16)","Islamabad"
"hrcg","Grilled Logix","Fast Food","4.3","(90)","Islamabad"
"vg59","Ribeye","Continental","3.5","(33)","Islamabad"
"k4zp","Sweet Creme - Bahria Phase 7","Desserts","4.6","(500+)","Islamabad"
"tqxq","Ghar ka Kitchen","Pakistani","1.8","(8)","Islamabad"
"b05t","Hot N Spicy - Bahria Town Phase 7","Fast Food","4.3","(500+)","Islamabad"
"emr1","Al Fajar Restaurant","Pakistani","4.2","(90)","Islamabad"
"hcrq","Hi-Tea Express","Savouries","4.7","(100+)","Islamabad"
"bqqb","Whole Grains","Pakistani","4.9","(100+)","Islamabad"
"hs8l","Hash Mart - Fast Food","Fast Food","1","(1)","Islamabad"
"thg6","Balooshi Biryani","Pakistani","3.8","(5)","Islamabad"
"lem8","Lollywood Tea House","Fast Food","3.8","(100+)","Islamabad"
"chhu","Faisalabad Hotel","Pakistani","4","(1)","Islamabad"
"smda","Red Apple - Bahria Town","Fast Food","4.5","(100+)","Islamabad"
"xzmg","Wheat & Meat (Chappal Kabab House)","Pakistani","4","(500+)","Islamabad"
"hthp","ROHTAS","Pakistani","5","(2)","Islamabad"
"cwbv","Kabul Restaurant (Since 1983) - Phase 7","Pakistani","4.1","(100+)","Islamabad"
"ozck","Daddy s Fast Food & Shinwari- Phase 7","Fast Food","4.8","(4)","Islamabad"
"g93h","Spot by Roadside","Fast Food","3.2","(35)","Islamabad"
"j5f4","June Bakery & Cafe","Cakes & Bakery","4.2","(100+)","Islamabad"
"y54u","City Ice Land - Branch 2","Beverages","3.7","(100+)","Islamabad"
"cco0","Fresco Pizza- GT Road","Pizza","4.3","(100+)","Islamabad"
"omt1","Khana Wanna","Pakistani","4.2","(78)","Islamabad"
"fn8r","Oven 'n' Grill","Fast Food","4.9","(7)","Islamabad"
"zrb8","Corner Shawarma","Pizza","3.7","(100+)","Islamabad"
"j8jb","Dumba Dum Shin","Pakistani","3.5","(10)","Islamabad"
"g4k6","Juice Station (Beverly Centre)","Healthy Food","4.9","(49)","Islamabad"
"wlha","Food Valley","Chinese","3.7","(9)","Islamabad"
"k6rz","Siddiqui's Kitchen","Fast Food","3.9","(100+)","Islamabad"
"lctm","SHE.G. CUISINE","Pakistani","4.8","(15)","Islamabad"
"oaom","Munch Box","Pakistani","4.7","(100+)","Islamabad"
"kfql","Kings Cafe","Continental","4.2","(20)","Islamabad"
"dban","AL Fazal Bakers &  Sweets","0 min","3.9","(100+)","Islamabad"
"a30g","PK1 Burger","Healthy Food","3.9","(100+)","Islamabad"
"kmug","Plan B burgers and more","Pasta","3.8","(100+)","Islamabad"
"mqb8","Loaded Plate","Fast Food","4.1","(60)","Islamabad"
"ouy1","Best Bannu Beef Pulao","Pakistani","1.9","(28)","Islamabad"
"xn21","Desi Khao","Pakistani","4.6","(8)","Islamabad"
"efno","Jade Cafe - Amazon Mall","Pasta","3.9","(100+)","Islamabad"
"z8es","Khao Jee","Pakistani","3.4","(86)","Islamabad"
"hk3u","Ghar say Ghar tak","Pakistani","2.3","(18)","Islamabad"
"tnqw","Birinj","Pakistani","3.9","(100+)","Islamabad"
"e9l1","Savory Secrets","Pakistani","4.3","(16)","Islamabad"
"wmqf","My Sweet Escape","Desserts","4.9","(29)","Islamabad"
"a54r","CHINATOWN - Amazon Mall","Chinese","4.4","(100+)","Islamabad"
"qzcn","Bunburry Express - DHA","Fast Food","4.7","(23)","Islamabad"
"ruh6","SMOKE N FLAMES BBQ","Pakistani","4.3","(7)","Islamabad"
"lfke","Dragon's Wok","Chinese","3.7","(100+)","Islamabad"
"qjfi","Chashni Cafe - DHA ISB","Pasta","4","(500+)","Islamabad"
"e5b9","Next Level Fast Food","Fast Food","4.7","(14)","Islamabad"
"rpec","West Rasoi","Fast Food","4.2","(96)","Islamabad"
"duc7","Karachi Al-Naz Biryani","Pakistani","4.3","(500+)","Islamabad"
"uux5","Cafe The Karak","Pakistani","4.1","(100+)","Islamabad"
"ci1n","Hot N Spicy Savour foods","Pakistani","4.1","(8)","Islamabad"
"cw3b","NOT'A' Pizza","Fast Food","3.3","(16)","Islamabad"
"q557","Aayzah's Kitchen","Pakistani","4.1","(100+)","Islamabad"
"ppn5","Immi'z Kitchenette","Continental","3.9","(83)","Islamabad"
"afz3","Aloush Grill","Fast Food","4.2","(63)","Islamabad"
"h2x3","Linner","Pakistani","4","(500+)","Islamabad"
"fnhf","King's Crust","Pasta","3.7","(100+)","Islamabad"
"vxwc","BIG BROWN COOKIE","Pakistani","4.8","(72)","Islamabad"
"kvy7","Fresh Pizza Bites","Fast Food","4.2","(12)","Islamabad"
"xaid","Zouq Food Street","Pakistani","1.8","(13)","Islamabad"
"dpdi","Hot & Bite (Shawarma Specialist)","Fast Food","3.1","(41)","Islamabad"
"yjxn","Khoka Khola - DHA-2","Pakistani","4.2","(500+)","Islamabad"
"gl9g","Red Apple - Gigga Mall","Fast Food","4.3","(100+)","Islamabad"
"ivdl","MashaAllah Alamgir Hotel - Askari III","Pakistani","4.4","(16)","Islamabad"
"nn2h","Sobia Kitchen","Pakistani","4.9","(7)","Islamabad"
"idyu","CRAVES","Fast Food","4","(100+)","Islamabad"
"ojqt","Lush Crush - DHA Phase 2","Healthy Food","4.5","(100+)","Islamabad"
"r067","AL-BAIK","Fast Food","3.9","(53)","Islamabad"
"hr6j","Gloria Jeans - DHA 2","Pasta","2.8","(82)","Islamabad"
"w92v","Goshéz Chocolate Café","Desserts","3.4","(100+)","Islamabad"
"r2qx","Karachi Chaska","Pakistani","4.3","(45)","Islamabad"
"fe4l","Yummy bites","Desserts","4.7","(21)","Islamabad"
"zcph","WheatAndOlives","Pakistani","2.2","(2)","Islamabad"
"f4q4","China Box","Chinese","3.9","(68)","Islamabad"
"eqgj","Pepe's Piri Piri - Giga Mall","Continental","4.2","(100+)","Islamabad"
"auma","ZAIQA FOODS","Pakistani","4.6","(13)","Islamabad"
"qsky","Anaya Kitchen","Pakistani","4.2","(55)","Islamabad"
"o7co","HAPPY - Giga mall","Desserts","4.3","(30)","Islamabad"
"bzet","Pop Nosh -Giga Mall","Pakistani","3.1","(26)","Islamabad"
"x2gk","Rewayat - Giga Mall","Pakistani","4.2","(1000+)","Islamabad"
"et5i","Ali Baba Doner Kebab","0 min","4.1","(100+)","Islamabad"
"rusi","Turkish Shawarma - DHA","Fast Food","3.7","(4)","Islamabad"
"s7su","McDonald's - Phase 2 Roundabout","Fast Food","4.2","(5000+)","Islamabad"
"hztg","Bake Away (Cake Shop)","Cakes & Bakery","3.6","(53)","Islamabad"
"jnpp","Nom Nom Wok","Chinese","4.3","(100+)","Islamabad"
"kzka","Baskin Robbins - Giga Mall","Ice Cream","4.6","(100+)","Islamabad"
"wjzg","Taco Cubano","Fast Food","4.2","(100+)","Islamabad"
"egcy","Hot N Spicy - DHA Phase 2","Pakistani","3.7","(100+)","Islamabad"
"d2do","Capresso Cafe","Beverages","3.9","(79)","Islamabad"
"hnjs","Teetee's Afghani Burgers","Fast Food","3.5","(100+)","Islamabad"
