"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"u2pe","Noorani Kabab & Fast Food","Pakistani","3.7","(4000+)","Karachi"
"t2qe","Adnan Burger & Fast Food (Gulzar-e-Hijri)","Burgers","4","(5000+)","Karachi"
"p9bv","MANPASAND DEHLI K CHATKHARY","Savouries","3.6","(500+)","Karachi"
"phq4","The Flavor Factory","Pakistani","3.2","(100+)","Karachi"
"tgqw","JS Home Food - Nazimabad","Pakistani","2.2","(39)","Karachi"
"v4mh","Classic Bar B.Q & Pakwan House","Pakistani","3.5","(100+)","Karachi"
"j8at","Madina Fast Food","Fast Food","4.3","(100+)","Karachi"
"r6ln","Karachi Musafir Hotel","Pakistani","3.9","(100+)","Karachi"
"ariw","New Master Nashta House","Pakistani","4.4","(3000+)","Karachi"
"v429","USA Foods","Fast Food","2.6","(9)","Karachi"
"m77s","Tasty Treats","Pakistani","4.2","(32)","Karachi"
"s7zb","Hot N Crispy Roll BBQ","Fast Food","4.1","(1000+)","Karachi"
"dib2","MANAPASAND SHAWARMA CORNER","Shawarma","3.4","(100+)","Karachi"
"rndq","Super Burger And Bun Kabab","Fast Food","4.6","(100+)","Karachi"
"pp4h","Bismillah Lasani Lahori Murgh cholay and lazeez paye - Gulshan","Pakistani","4.7","(7)","Karachi"
"xhlu","The Burger House","Fast Food","4.1","(12)","Karachi"
"jlcq","K TOWN BURGERS","Fast Food","3.1","(33)","Karachi"
"j9ij","Meerab Foods","Pakistani","4.3","(2000+)","Karachi"
"mqyf","Pizza Blast","Pizza","3.6","(100+)","Karachi"
"z4de","United Biryani","Biryani","3.9","(500+)","Karachi"
"d2ih","Friends Broast","Fast Food","4.3","(5000+)","Karachi"
"tq87","Amina's Kitchen","Fast Food","3","(100+)","Karachi"
"wzkd","Roll badshah","Pakistani","4.6","(20)","Karachi"
"o6ia","Asif chaat and gol gappay","Savouries","3.6","(500+)","Karachi"
"dgii","Waffles and Chaffles","Desserts","2.9","(79)","Karachi"
"rayd","DOSSANI'S FAST FOOD","Fast Food","4.2","(8)","Karachi"
"ib08","KULKI SODA & FOOD","Beverages","4.6","(100+)","Karachi"
"c7dl","NEW QUETTA SUBHANALLAH HOTEL","Pakistani","3.7","(100+)","Karachi"
"u8nr","Havabite","Fast Food","4.4","(3000+)","Karachi"
"y0we","Mirza Dehli Biryani & BBQ","Pakistani","3.7","(100+)","Karachi"
"l43p","Icelicious (Homechef)","Ice Cream","4.3","(100+)","Karachi"
"jos3","FUEL UP","Beverages","3.9","(100+)","Karachi"
"yylm","BurgerVille","Fast Food","2.6","(100+)","Karachi"
"uey2","Fry Daddy","Pasta","3.6","(100+)","Karachi"
"k5ms","AA FOOD CORNER","Pakistani","4","(100+)","Karachi"
"bh9b","Naan Bites","Pizza","3.8","(97)","Karachi"
"wbbk","FryDaddy's Bakers","Cakes & Bakery","2.7","(45)","Karachi"
"lu7d","Food Bazaar","Pakistani","4","(98)","Karachi"
"ufjk","Disco sweets and nimco","Pakistani","4.3","(2000+)","Karachi"
"t3wj","Desi Bites","Fast Food","4.1","(1000+)","Karachi"
"g61i","Food Paradise","Pakistani","3.1","(4)","Karachi"
"l3f9","Pizza Destino & Fastfood","Pasta","3.6","(100+)","Karachi"
"emsn","Hasb e Zaiqa","Pakistani","3.9","(500+)","Karachi"
"fnwl","Spice Inn","0 min","4.5","(58)","Karachi"
"gap5","Khana Pakana","Pakistani","3.4","(28)","Karachi"
"xpqb","The Dumplings Cuisine","0 min","3.8","(100+)","Karachi"
"nk0u","AL Kamal Sweets, Bakers & Nimco (Branch - 1)","Cakes & Bakery","3.9","(94)","Karachi"
"ff9u","Naseeb Biryani And Pulao","Pakistani","3.1","(500+)","Karachi"
"h5tm","Dairy Man Ice Cream","Ice Cream","4.5","(100+)","Karachi"
"n6nk","Noorani Fast Food & Bar B Q","Fast Food","4.1","(2000+)","Karachi"
"ifcl","Five Star Pizza","Pizza","5","(1)","Karachi"
"eb83","Mad Wraps","Fast Food","3.5","(100+)","Karachi"
"wyg3","Sulemani - BBQ, Fast Food & Chinese","Fast Food","4.2","(53)","Karachi"
"kk19","Kolachi Bite","Pakistani","4.3","(36)","Karachi"
"kioy","Double Decker","Fast Food","3.7","(85)","Karachi"
"hyha","La'cuisine","Pakistani","3.4","(100+)","Karachi"
"paum","Rise n Spice","Fast Food","4.6","(10)","Karachi"
"i8ca","chaye 25 hai","Pakistani","3.3","(51)","Karachi"
"mkd9","Ammi ka Kitchen","Pakistani","4.1","(1000+)","Karachi"
"xq8w","Mashallah Quetta Hotel","Pakistani","4.4","(9)","Karachi"
"mv2z","Zainab Pizza","Pizza","3.4","(3)","Karachi"
"m2fw","Muhammadi Dehli Sheermal House","Pakistani","4.2","(1000+)","Karachi"
"t2a3","Nagori Flavoured Milk","Healthy Food","4.3","(15)","Karachi"
"ervq","AL ASIF RESTAURANT","Pakistani","4.3","(76)","Karachi"
"v0pu","Karachi Fast Food & Biryani","Fast Food","4.3","(5000+)","Karachi"
"s2ic","Choakas Food","Fast Food","4.2","(2000+)","Karachi"
"p8lb","CAFE DESI","Pakistani","4.4","(32)","Karachi"
"v7ax","Haji Mehfooz Sheermal House - Nazimabad","Pakistani","4.6","(5000+)","Karachi"
"pjbc","Lahori Nashta Point","Pakistani","3.9","(500+)","Karachi"
"qvr4","Liberty Ice Cream Factory","Desserts","3.7","(100+)","Karachi"
"ejyp","Eatzo","Fast Food","3.9","(30)","Karachi"
"xqxj","Aapi Huma Ka Kitchen","Pakistani","4.4","(100+)","Karachi"
"n9mh","Karachi Bun Kabab & Ice Cream","Fast Food","4.2","(5000+)","Karachi"
"thao","Kitchen Mumtaz","Pakistani","4.4","(100+)","Karachi"
"k1x6","MR samosa and kachori","Pakistani","4.1","(100+)","Karachi"
"wznk","GHOUSIA BLACK SPOON CONTINENTAL FOODS","Fast Food","4","(48)","Karachi"
"u7ua","Big Burger","Fast Food","4.3","(5000+)","Karachi"
"qk5g","Shuru Balochi Sajji, Chargha, BBQ & Fast Food - Gulshan","Fast Food","4.2","(8)","Karachi"
"a6zz","Zesty Fast Food","Fast Food","4","(100+)","Karachi"
"sa33","Food Stop","Fast Food","4.1","(100+)","Karachi"
"gkf0","Ajwa Foods and Caterers","Pakistani","3.3","(100+)","Karachi"
"lzvx","Mama's Kitchen","Pakistani","3.8","(100+)","Karachi"
"f4lk","Kiki's Kitchen","Pakistani","3.8","(1000+)","Karachi"
"u7ev","Hot n Chilli Roll BBQ","Fast Food","4.4","(5000+)","Karachi"
"vlql","New Quetta MashAllah Hotel","Pakistani","4.4","(100+)","Karachi"
"d46o","Super King Burger","Burgers","4.4","(500+)","Karachi"
"k2gv","Pizza town","Pizza","3.6","(88)","Karachi"
"ab1u","Hudaibiya Fast Food","Fast Food","4.1","(48)","Karachi"
"djtu","Homemade Delights","Continental","3.5","(100+)","Karachi"
"g7kb","Karachi Delight","Pakistani","4.8","(41)","Karachi"
"pi37","Jazzy foods","Fast Food","4.4","(500+)","Karachi"
"o9zh","Muhammadi Dehli Nihari Restaurant","Pakistani","4","(500+)","Karachi"
"hd77","Foodie's Kitchen","Fast Food","4.2","(23)","Karachi"
"r128","Canttuck","Pizza","3.7","(2000+)","Karachi"
"flbz","Food Court","Pakistani","3.8","(100+)","Karachi"
"jb9d","My Family Table","Pakistani","4.6","(100+)","Karachi"
"jqda","DESILICIOUS (Homechef)","Pakistani","4.1","(100+)","Karachi"
"pgh2","Baked Fresh Daily","Desserts","4.2","(88)","Karachi"
"brfq","SAVIES","Fast Food","3.5","(100+)","Karachi"
"mrsy","The Street Pizza - Nazimabad","Pizza","3.6","(73)","Karachi"
"b7p0","Haji Mehfooz Next","Burgers","4.2","(100+)","Karachi"
"wavx","Dhaba Ji Breakfast & Lunch","Pakistani","3.9","(1000+)","Karachi"
"v6j5","MASTER CHEF","Pakistani","4.2","(1000+)","Karachi"
"cr59","Taste Inn","Pakistani","4.2","(100+)","Karachi"
"c512","Sindh Biryani & Pakwan House","Pakistani","3.8","(100+)","Karachi"
"fi5b","Zinger King","Fast Food","4.6","(48)","Karachi"
"v8xl","Tasty Fastfood & Bar B.B.Q","Fast Food","4.1","(1000+)","Karachi"
"ht19","The Early Bird","Fast Food","4.6","(44)","Karachi"
"tbnq","Food Cloud","Chinese","4.1","(500+)","Karachi"
"v4zm","Chinese Lee","Pasta","3.7","(100+)","Karachi"
"mmw2","Lala Fast Food Corner","Fast Food","2.9","(5)","Karachi"
"p4z0","SubhanAllah Mehak BBQ & Roll Point","Fast Food","4.1","(98)","Karachi"
"jwes","Momo Monster","Chinese","4.1","(500+)","Karachi"
"v3ll","Coffee Wagera - Maskan","Tea & Coffee","4.4","(100+)","Karachi"
"h7du","GT Fresh & Healthy Restaurant","Chinese","1.1","(41)","Karachi"
"n5mf","Food Bank","Wraps & Rolls","4.4","(1000+)","Karachi"
"vtm4","Blame The Flame","Fast Food","3.8","(100+)","Karachi"
"ccy1","Potato Bites","Fast Food","3.8","(100+)","Karachi"
"aobi","Shahi Paratha Tarka","Pakistani","4.1","(1000+)","Karachi"
"t8aj","Waqas Ghazi Biryani Centre","Biryani","4.2","(3000+)","Karachi"
"duik","Manno Salwa Home Food","Pakistani","3.6","(100+)","Karachi"
"e6rq","The Hunger Games","Fast Food","3.7","(1000+)","Karachi"
"bxmh","Pizza Hot","Pizza","2.7","(47)","Karachi"
"k1it","De Italian Affair","Pizza","3.5","(100+)","Karachi"
"iz7v","Brownie & Beyond","Sandwiches","3.9","(100+)","Karachi"
"dkfl","Subhan BBQ & Fast Food Center","Fast Food","3.5","(93)","Karachi"
"smvs","F.F fast food","Fast Food","3.5","(28)","Karachi"
"v2yq","Karachi Broast - Rizvia","Fast Food","4.1","(1000+)","Karachi"
"u0pk","Subhan Pakwan Centre","Pakistani","3.5","(500+)","Karachi"
"vv7j","Super Subhan Allah Burger","Fast Food","4.8","(39)","Karachi"
"ptyf","BIHAREE'S","Pakistani","4","(500+)","Karachi"
"m6xm","Madinah Burger Point","Burgers","4.3","(500+)","Karachi"
"s0el","Kashif Foods - Gulshan","Pakistani","4.1","(2000+)","Karachi"
"hqhc","Alpha Pizza","Fast Food","4.5","(51)","Karachi"
"nr6y","Fazal-e-Rabbi Foods","Pakistani","4.3","(100+)","Karachi"
"v228","Chef's Wife by Aleya","Fast Food","3.6","(1000+)","Karachi"
"steg","The Boston Grill","Pakistani","2.8","(75)","Karachi"
"qlo6","Mr.Shozz Bistro","Fast Food","3.6","(89)","Karachi"
"reic","Jilani Fast Food","Fast Food","4.1","(100+)","Karachi"
"b68x","META Extreme Foods","Fast Food","4","(100+)","Karachi"
"qehb","A.k foods Dehli Zafrani biryani","Pakistani","3.6","(28)","Karachi"
"xu0x","The Secret Recipe (Homechef)","Pakistani","4.5","(100+)","Karachi"
"s7qu","Dehli Muslim Kabab & Nehari House - Nazimabad","BBQ","4","(500+)","Karachi"
"w0a0","Ammi Jee ke Daal","Middle Eastern","4.9","(8)","Karachi"
"hy64","Charcoal Cuisine","Pakistani","4.2","(30)","Karachi"
"g53u","Master Biryani & Pakwan Centre - Liaquatabad","Pakistani","3.9","(100+)","Karachi"
"fpqx","Babul Islam Hotel Discovery","Pakistani","4.3","(1000+)","Karachi"
"y6w0","Yellow Taxi - Gulshan","Pizza","3.6","(90)","Karachi"
"s5qf","Disco Sweets & Parathas","Cakes & Bakery","4.3","(5000+)","Karachi"
"i847","Food Garden","Fast Food","4","(100+)","Karachi"
"hnes","New Mirchi Hut","Fast Food","5","(2)","Karachi"
"t8zg","KFC - Gulshan Disco","Broast","4.2","(5000+)","Karachi"
"v6gz","Toronto Gyros","Pasta","3.8","(100+)","Karachi"
"rtjf","Taj biryani Center (Iqbal bhai)","Pakistani","3.7","(5)","Karachi"
"h9gq","BILLY'S","Fast Food","4.4","(100+)","Karachi"
"u2ok","Pizza & Pasta","Pasta","4","(1000+)","Karachi"
"sb8d","Hot n tasty Gol Gappay N Chaat","Savouries","4","(1000+)","Karachi"
"otll","CHUCKLES - GULSHAN","Burgers","3.9","(40)","Karachi"
"pe0a","MARHABA BURGER","Burgers","4.4","(500+)","Karachi"
"r71s","Al Madina Biryani & Hotel","Pakistani","3.9","(100+)","Karachi"
"c6hm","Cake Bites - Gulshan","Cakes & Bakery","4.3","(2000+)","Karachi"
"h2yt","Karachi Wala Bar BQ","Pakistani","4.6","(100+)","Karachi"
"pu5q","Thunder Cafe","Pasta","4.4","(96)","Karachi"
"fukc","WOK'S","Chinese","4.2","(500+)","Karachi"
"t3gu","Hot n Tasty Roll & BBQ - Disco Bakery","Pakistani","4.3","(5000+)","Karachi"
"wlyr","MASHALLAH QUETTA BHAIJAN PAKWAN CENTRE & SHEERMAL HOUSE","Pakistani","4.4","(500+)","Karachi"
"b1q8","One Cheese Away","Fast Food","4.1","(64)","Karachi"
"n6sw","Salto - Gulshan","Burgers","4","(1000+)","Karachi"
"jaw2","ASIA DARBAR HALWA PORI","Pakistani","4.2","(2000+)","Karachi"
"v8uf","Agha Hassan Juice Center (Rab Medical)","Beverages","4.4","(2000+)","Karachi"
"dw2f","Drop Coffee - Gulshan","Healthy Food","4.5","(1000+)","Karachi"
"b5ev","Bhai Jaan Hotel","Pakistani","4.1","(100+)","Karachi"
"vaex","Mashallah Alamgir Hotel - Gulshan","Pakistani","4.5","(100+)","Karachi"
"j9l8","Cafe Shafe 2.0","Fast Food","4.1","(36)","Karachi"
"v9of","Agha Raza Juice - Disco Gulshan","Beverages","4.4","(2000+)","Karachi"
"q7cv","Cafe Babul Islam","Pakistani","4.2","(500+)","Karachi"
"x6y4","Clucky's - Gulshan","Broast","3.6","(1000+)","Karachi"
"cs1b","Madina Fast Food & BBQ","Fast Food","4.4","(43)","Karachi"
"n9pg","Cheese N Bite","Pasta","4.1","(100+)","Karachi"
"iemq","Quetta Zam Zam Hotel","Pakistani","3.5","(8)","Karachi"
"eirl","Quetta Bhai Jan Hotel","Pakistani","4.2","(2000+)","Karachi"
"t1bl","New o Premier Biryani","Biryani","4","(5000+)","Karachi"
"u5sw","Food Station- Gulshan","Pasta","3.9","(2000+)","Karachi"
"t2di","Dehli Malik Nihari House","Pakistani","4.1","(4000+)","Karachi"
"orak","Disco Bakers - Gulshan","Cakes & Bakery","4","(100+)","Karachi"
"sjla","Sorriso","Pasta","3.8","(500+)","Karachi"
"vtft","EAT N OUT TURKISH PIZZAN","Fast Food","3.9","(100+)","Karachi"
"nby2","Meal Style","Pakistani","4.2","(100+)","Karachi"
"je3g","Madina Biryani & Pakwan Centre","Pakistani","4.3","(34)","Karachi"
"t3pe","Karachi Bar B Q","BBQ","4.3","(1000+)","Karachi"
"dl58","Burger Fest","Fast Food","4.9","(26)","Karachi"
"k6wc","CAFE RAHAT","Beverages","4","(2000+)","Karachi"
"kjy5","Buhfay Bistro - BUH","Fast Food","4.1","(100+)","Karachi"
"u3wu","Northside Pizza","Pizza","4.2","(3000+)","Karachi"
"xv0c","Kebab & More","Pakistani","4.2","(100+)","Karachi"
"tmx9","Sab Khao","Pakistani","2.2","(30)","Karachi"
"u3wr","Royal Taj - Gulshan","Pakistani","3.9","(1000+)","Karachi"
"u2ie","Agha Haider Juice - Maskan","Beverages","4.4","(2000+)","Karachi"
"c2gy","Hot n Twister Roll BBQ","Pakistani","4.4","(100+)","Karachi"
"v5tn","No Wonder","Pasta","4.3","(100+)","Karachi"
"u3pv","Burger Showroom","Fast Food","4.1","(1000+)","Karachi"
"ahbs","Pizza Party","Pasta","4","(100+)","Karachi"
"u7db","Waheed Foods","Pakistani","4.2","(3000+)","Karachi"
"bngq","Chiller Party","Savouries","3.6","(56)","Karachi"
"oakb","Choolaah","Pasta","4","(1000+)","Karachi"
"bgaq","Karachi Crust","Fast Food","3.9","(71)","Karachi"
"be8g","The Burgery's","Fast Food","4.2","(100+)","Karachi"
"d9jd","Pizza Tag","Fast Food","4.2","(500+)","Karachi"
"u64j","Cafe Muhammadi Nihari and Pakwan Center","Pakistani","4.1","(100+)","Karachi"
"u3jc","Dhaba Express","Burgers","4","(1000+)","Karachi"
"s1tf","Top Ten Fast Food","Pasta","4.1","(4000+)","Karachi"
"a67k","Soda Stream - Gulshan","Beverages","4.1","(500+)","Karachi"
"shxv","AL-Rehman Catering & Biryani Centre - Gulshan","Pakistani","4.2","(1000+)","Karachi"
"y0jc","Pizza Cravers - Nazimabad","Pizza","3.5","(100+)","Karachi"
"e4bz","Cafe Akbar Hotel (Gulshan)","Pakistani","4","(100+)","Karachi"
"d3zk","Bhashani Sweets Bakers Nimco - Gulshan","Cakes & Bakery","4.3","(500+)","Karachi"
"oc0y","Yelo Kulfi","Ice Cream","4.7","(49)","Karachi"
"rmfl","Wokout 锻炼 - Gulshan","Chinese","3.9","(100+)","Karachi"
"axef","Shawarma & More","Fast Food","4.4","(31)","Karachi"
"zid6","Al Dost Biryani & Pakwan Centre","Pakistani","2.7","(67)","Karachi"
"z8tw","Chinese King","Chinese","2.6","(100+)","Karachi"
"u9mv","Bon Bistro - Gulshan","Fast Food","4.3","(5000+)","Karachi"
"nlds","Ayesha's Kitchen","Pakistani","4.2","(1000+)","Karachi"
"t3jv","Manpasand Food Valley - (Maskan chowrangi)","Pakistani","4.4","(5000+)","Karachi"
"zqbq","Dee'z Kitchen","Pakistani","4.4","(1000+)","Karachi"
"qqk5","Phuppo's Kitchen","Burgers","4.2","(100+)","Karachi"
"qkwm","Qirat Foods (Homechef)","Pakistani","3.5","(100+)","Karachi"
"t7kx","Huzaifa Fast Food & BBQ","Fast Food","3.8","(1000+)","Karachi"
"o0ui","A one tandoor palace","Pakistani","4.4","(1000+)","Karachi"
"pp0m","The Kitchen Story","Pakistani","3.7","(500+)","Karachi"
"rtvs","Punjabi Dhaba Foods","Pakistani","4","(100+)","Karachi"
"sr54","Kanwal's Kitchen","Pakistani","4.1","(100+)","Karachi"
"cl81","Garden of Eat'n","Pakistani","3.8","(100+)","Karachi"
"hprg","Cafe Anabia","Fast Food","4.5","(27)","Karachi"
"o5wn","Home Delights","Fast Food","2.4","(9)","Karachi"
"ytwr","Irja Foods","Pakistani","4.3","(92)","Karachi"
"a8gs","The Original Barbeque","Pakistani","4.2","(100+)","Karachi"
"imz6","Mards food's","Pakistani","4.4","(5)","Karachi"
"ty96","Ami Ka Desi Dastarkhwan","Pakistani","4","(100+)","Karachi"
"p3ux","Moos n Clucks","Fast Food","3.3","(100+)","Karachi"
"d9kn","Food Exchange","Pakistani","3.9","(100+)","Karachi"
"gyxn","Sheena's Cafe","Fast Food","4.2","(100+)","Karachi"
"u1yf","Timmy's - Gulzar e Hijri","Burgers","4","(3000+)","Karachi"
"qewk","Pizza Mart","Pizza","4.3","(80)","Karachi"
"yrbn","Tashay's Cusine","Pakistani","3.2","(100+)","Karachi"
"y29j","Khaas Haleem & Foods","Pakistani","4.9","(9)","Karachi"
"wvyc","The Afghan Cuisine","Pakistani","4","(100+)","Karachi"
"n9gh","Rizvia food center","Pakistani","3.8","(100+)","Karachi"
"ddbq","Buraak Fast Food & Pizza","Fast Food","2.9","(13)","Karachi"
"n2dp","Pizza Bravo","Fast Food","2.8","(100+)","Karachi"
"oum7","DeVino's Pizza","Fast Food","2.8","(12)","Karachi"
"vimk","MEERUT FAMOUS KABAB PARATHA-GULSHAN","BBQ","4.1","(1000+)","Karachi"
"ke43","Syed's Catering and Services","Pakistani","3.8","(3)","Karachi"
"v9ic","Eden Delight","Pasta","4.2","(1000+)","Karachi"
"l01k","Rayyan cuisine","Pakistani","4.2","(3000+)","Karachi"
"cfzs","Mughlai Flavour","Pakistani","4.2","(100+)","Karachi"
"swcd","Frozen Delicacy","Desserts","4.1","(73)","Karachi"
"x8df","Ghazi Tandoor","Pakistani","4.6","(2000+)","Karachi"
"ankx","Allah Wala Pakwan and Shermal House - Gulshan","Pakistani","3.9","(100+)","Karachi"
"c2gn","Miss Hen - Chapter - 2","Fast Food","3.7","(90)","Karachi"
"jtdf","Bushra Food's Inn","Pakistani","4.8","(500+)","Karachi"
"ogqp","Arabian Grill Night","Pakistani","4.8","(8)","Karachi"
"livm","Zaisha's Cuisine","Pakistani","4.2","(100+)","Karachi"
"yb3z","MK Foods","Pakistani","2.9","(36)","Karachi"
"sg1y","Saleem Ghazi Pakwan & Biryani Centre","Biryani","3.5","(100+)","Karachi"
"o7se","K.S Kitchen","Pakistani","3.7","(1000+)","Karachi"
"e6pc","Iceland & Juice Corner - Gulshan","Desserts","4","(100+)","Karachi"
"eoje","Cheese Out","Fast Food","3.6","(1000+)","Karachi"
"cue4","Chef Mariam's Cuisine","Chinese","4.1","(100+)","Karachi"
"i0nh","Agha Qasim Juice","Beverages","4.3","(500+)","Karachi"
"wzp1","KaKi Foods","Pakistani","3.2","(11)","Karachi"
"t4ux","Al Idrees BBQ","Pakistani","4.3","(1000+)","Karachi"
"l179","Agha Biryani & Pakwan Center","Pakistani","2.7","(100+)","Karachi"
"v14g","GRILL N GLOW FOODZ","Pakistani","4.1","(57)","Karachi"
"a5jl","The Rich Table","Pakistani","2.3","(21)","Karachi"
"p53w","Home Made Non Veg","Pakistani","3.6","(5)","Karachi"
"bkdj","Bebo's kitchen (Homechef)","Pakistani","2.4","(98)","Karachi"
"r8qa","Friends Juice corner","Beverages","3.7","(100+)","Karachi"
"bv6o","I.I Pizza & Fast Food","Fast Food","3.4","(3)","Karachi"
"sht0","Creami Ice Cream","Ice Cream","4.3","(1000+)","Karachi"
"pcus","Happy Hour Kitchen","Pakistani","5","(1)","Karachi"
"e33k","Foodilicious","Fast Food","3.5","(100+)","Karachi"
"jbqr","New Mehfooz Sheermal House","Pakistani","4.4","(84)","Karachi"
"zp7r","Ice cream & shakes","Pakistani","5","(15)","Karachi"
"fy0v","Khana Scene","Fast Food","3.9","(500+)","Karachi"
"wfnf","Al Haram Pakwan & Sheermal house - Branch 3","Pakistani","4.1","(1000+)","Karachi"
"xgsn","Mahad Tandoor Palace","Pakistani","4.3","(100+)","Karachi"
"pzxt","Saporito","Pasta","2.8","(37)","Karachi"
"mc6g","Cafe Laziz (Homechef)","Chinese","3.4","(100+)","Karachi"
"wyq1","Meeruth Ka Mashoor Kabab Paratha - Gulshan","Pakistani","3.6","(87)","Karachi"
"s237","Farmaishi Chapati","Pakistani","3.9","(100+)","Karachi"
"wzgq","Mashallah Quetta Gulshan Cafe","Pakistani","2.6","(14)","Karachi"
"ob4p","Masha Allah Quetta Gulshan Hotel","Pakistani","3.8","(1000+)","Karachi"
"it59","Dera Nights","Beverages","4.5","(30)","Karachi"
"pkh8","Karachi Nihari House","Pakistani","4.1","(500+)","Karachi"
"nu4y","AS Kitchen (Homechef)","Fast Food","3.3","(100)","Karachi"
"dz3j","Hot and Roll Gulzar Hijri","Chinese","4.1","(500+)","Karachi"
"vwgy","Daddy's Pizza","Pizza","4.4","(59)","Karachi"
"ol1p","Hot & Roll (Gulzar E Hijri)","Wraps & Rolls","3.8","(500+)","Karachi"
"jxta","Aslam Nihari & Bar B Q Fast Food","Pakistani","4","(100+)","Karachi"
"lvc4","The Taste Boss","Pakistani","4.5","(39)","Karachi"
"q572","Taste Town","0 min","2.9","(47)","Karachi"
"s8wp","Spicogetti","Pasta","3.8","(1000+)","Karachi"
"rxxk","Staff Club Canteen - University Of Karachi","Pasta","3.4","(80)","Karachi"
"qnyv","M.H Pizza House","Pizza","3.7","(100+)","Karachi"
"bh3n","Diadochi","Burgers","3.9","(500+)","Karachi"
"r1qy","Hot N Roll Quetta Town","Chinese","3.9","(500+)","Karachi"
"l3up","The Smokin' Grill","Fast Food","3.5","(100+)","Karachi"
"c94v","Agha Foods & Chinese","Fast Food","3.7","(100+)","Karachi"
"pqii","Cafe Central","Pakistani","4.1","(11)","Karachi"
"anwd","Mohsin Fast Food & Chinese","Fast Food","4.3","(100+)","Karachi"
"zjvt","Nawaz Lala Catering","Pakistani","4.1","(100+)","Karachi"
"i1ji","Lala pakwan and shirmal house","Pakistani","4.3","(1000+)","Karachi"
"ugkg","MashaAllah Delhi spicy Foods","Pakistani","2.8","(48)","Karachi"
"u4j8","The Capital Grill","Fast Food","3.9","(100+)","Karachi"
"uk3j","Hot N Roll","Fast Food","1.3","(4)","Karachi"
"m3bj","Hot & Spicy Roll","Fast Food","3.4","(100+)","Karachi"
"nyw9","Quetta Zaiqa","Pakistani","3.1","(4)","Karachi"
"cr0q","Munch Dispatch","Fast Food","4.6","(100+)","Karachi"
"n6nx","Spicogetti","Chinese","4.2","(1000+)","Karachi"
"tvbw","Slice of Italy Pizza","Fast Food","4.6","(63)","Karachi"
"z31q","Allah Wala Pakwan","Pakistani","4","(100+)","Karachi"
"mdr0","Cafe 313","Fast Food","2.6","(42)","Karachi"
"t3wu","Peshawari Ice Cream & Fast Food","Ice Cream","4.2","(1000+)","Karachi"
"mvxi","Desi thaali","Pakistani","3.4","(500+)","Karachi"
"wdh3","Modern Munch","Pakistani","4.1","(100+)","Karachi"
"v0yf","Lala Pak Pakwan Centre","Pakistani","3.8","(1000+)","Karachi"
"n6vn","Ziafat","Pakistani","3.8","(100+)","Karachi"
"q8qq","Muhammadi Foods","Fast Food","4.1","(500+)","Karachi"
"uk4l","Zubaida's Kitchen","Pakistani","3.5","(20)","Karachi"
"wd43","Hot & Crispy Roll","Fast Food","4.3","(100+)","Karachi"
"l429","Haji Mairaj Sheermal House","Pakistani","4","(100+)","Karachi"
"t37b","Ikigaii_pk -Gulshan","Desserts","4.4","(500+)","Karachi"
"bbbs","Karachi ka Zaiqa","Pakistani","4.2","(100+)","Karachi"
"wls4","Beef Smash - Gulshan","Burgers","4.2","(100+)","Karachi"
"jxu7","H pro pizza and fastfood","Pizza","3.7","(100+)","Karachi"
"nmz0","Lahori Murgh Chana","Pakistani","3.4","(100+)","Karachi"
"ldt0","SS Pizza","Pizza","3.4","(2000+)","Karachi"
"bmw4","Lala's Cafe","Fast Food","4","(100+)","Karachi"
"u7uq","Agha Juice & Dessert","Beverages","4.1","(2000+)","Karachi"
"sgox","Eat & Treat","Pakistani","4.6","(100+)","Karachi"
"z061","Altawakal Halwapuri","Pakistani","3.9","(1000+)","Karachi"
"cal0","Kitchen with Ishrat","Pakistani","3.8","(100+)","Karachi"
"j3la","Ubaid fast food","Fast Food","4.1","(1000+)","Karachi"
"owjf","Sadiq Quetta Hotel","Pakistani","4.6","(23)","Karachi"
"c8l5","Choakas foods - Gulshan","Pakistani","2.2","(2)","Karachi"
"tgzl","New York Gyro - Lets Eat It","Fast Food","3.9","(54)","Karachi"
"dmxi","Choksi Foods","Pakistani","5","(2)","Karachi"
"jmcd","Al Rehman Biryani & Pakwan Center","Pakistani","3.8","(88)","Karachi"
"ylwe","Split Fire Shawarma","Pakistani","3.7","(100+)","Karachi"
"h6kh","Zaiqa with Samreen","Pakistani","4.2","(500+)","Karachi"
"ye70","Running Pizza & fast Food","Burgers","3.4","(100+)","Karachi"
"w2wg","Allah Tawakkal Yakhni Pulao","Biryani","4","(2000+)","Karachi"
"qppy","Memon Chaat House","Savouries","3.8","(100+)","Karachi"
"o8o9","Food Break (فوڈبریک) - Gulshan","Pakistani","4.3","(80)","Karachi"
"qye4","Khausay & Co","Chinese","3.3","(50)","Karachi"
"o4mx","Al Khair Biryani & Pakwan Centre","Pakistani","3.9","(100+)","Karachi"
"wi87","Jamali's Catering Fast Food & Biryani Center","Fast Food","3","(2)","Karachi"
"u56s","15 Street Pizza","Pizza","3.4","(100+)","Karachi"
"vyw2","Matbakh","Pakistani","4.4","(100+)","Karachi"
"gcfd","Al Syed Fast Food & Grills","Fast Food","3.9","(86)","Karachi"
"n5wh","Shah Foods","Pakistani","4.1","(3000+)","Karachi"
"x27z","Happy Pizza","Pizza","3.6","(500+)","Karachi"
